Current_Date,Location,Next_Date,HCHO_reading
2019-11-27,"Bibile, Monaragala",2019-11-28,6.202599041036852e-05
2019-11-28,"Bibile, Monaragala",2019-11-29,9.383358077127003e-05
2019-11-29,"Bibile, Monaragala",2019-11-30,7.792978559081924e-05
2019-11-30,"Bibile, Monaragala",2019-12-01,9.383358077127003e-05
2019-12-01,"Bibile, Monaragala",2019-12-02,0.0001638255012534
2019-12-02,"Bibile, Monaragala",2019-12-03,0.0001638255012534
2019-12-03,"Bibile, Monaragala",2019-12-04,0.0001638255012534
2019-12-04,"Bibile, Monaragala",2019-12-05,0.0001638255012534
2019-12-05,"Bibile, Monaragala",2019-12-06,0.0001638255012534
2019-12-06,"Bibile, Monaragala",2019-12-07,4.527902726942165e-05
2019-12-07,"Bibile, Monaragala",2019-12-08,4.527902726942165e-05
2019-12-08,"Bibile, Monaragala",2019-12-09,4.527902726942165e-05
2019-12-09,"Bibile, Monaragala",2019-12-10,8.010856676501461e-05
2019-12-10,"Bibile, Monaragala",2019-12-11,8.010856676501461e-05
2019-12-11,"Bibile, Monaragala",2019-12-12,9.719410109458566e-05
2019-12-12,"Bibile, Monaragala",2019-12-13,1.824442407894158e-05
2019-12-13,"Bibile, Monaragala",2019-12-14,0.0001733404594727
2019-12-14,"Bibile, Monaragala",2019-12-15,0.0001214041228488
2019-12-15,"Bibile, Monaragala",2019-12-16,0.00014737229116075
2019-12-16,"Bibile, Monaragala",2019-12-17,0.0001236924520403
2019-12-17,"Bibile, Monaragala",2019-12-18,0.0001236924520403
2019-12-18,"Bibile, Monaragala",2019-12-19,0.0001236924520403
2019-12-19,"Bibile, Monaragala",2019-12-20,0.0001236924520403
2019-12-20,"Bibile, Monaragala",2019-12-21,0.0001236924520403
2019-12-21,"Bibile, Monaragala",2019-12-22,0.0001236924520403
2019-12-22,"Bibile, Monaragala",2019-12-23,0.0001236924520403
2019-12-23,"Bibile, Monaragala",2019-12-24,2.2194257638252324e-05
2019-12-24,"Bibile, Monaragala",2019-12-25,2.117652741735389e-05
2019-12-25,"Bibile, Monaragala",2019-12-26,0.0001555813232877
2019-12-26,"Bibile, Monaragala",2019-12-27,8.837892535252693e-05
2019-12-27,"Bibile, Monaragala",2019-12-28,6.64940718992127e-05
2019-12-28,"Bibile, Monaragala",2019-12-29,8.053915245153277e-05
2019-12-29,"Bibile, Monaragala",2019-12-30,-3.706587255570228e-06
2019-12-30,"Bibile, Monaragala",2019-12-31,5.587984313944631e-05
2019-12-31,"Bibile, Monaragala",2020-01-01,-3.16976321224565e-05
2020-01-01,"Bibile, Monaragala",2020-01-02,9.034290529466052e-05
2020-01-02,"Bibile, Monaragala",2020-01-03,2.9322636586101993e-05
2020-01-03,"Bibile, Monaragala",2020-01-04,0.0001002457589729
2020-01-04,"Bibile, Monaragala",2020-01-05,3.286016579496975e-05
2020-01-05,"Bibile, Monaragala",2020-01-06,3.071760518502251e-05
2020-01-06,"Bibile, Monaragala",2020-01-07,0.00010658909348462551
2020-01-07,"Bibile, Monaragala",2020-01-08,6.8653349334824e-05
2020-01-08,"Bibile, Monaragala",2020-01-09,4.286209778128145e-05
2020-01-09,"Bibile, Monaragala",2020-01-10,5.750193863655609e-05
2020-01-10,"Bibile, Monaragala",2020-01-11,0.0001446769434324
2020-01-11,"Bibile, Monaragala",2020-01-12,4.1564162797863586e-05
2020-01-12,"Bibile, Monaragala",2020-01-13,4.9088348810138415e-05
2020-01-13,"Bibile, Monaragala",2020-01-14,5.641005532275563e-05
2020-01-14,"Bibile, Monaragala",2020-01-15,2.0383452845553944e-05
2020-01-15,"Bibile, Monaragala",2020-01-16,0.0001958479692669
2020-01-16,"Bibile, Monaragala",2020-01-17,0.000238841770169
2020-01-17,"Bibile, Monaragala",2020-01-18,0.00021734486971795001
2020-01-18,"Bibile, Monaragala",2020-01-19,0.0002280933199434751
2020-01-19,"Bibile, Monaragala",2020-01-20,1.5958878447645566e-05
